Symbol,Name,URL
DIS,The Walt Disney Company,/wiki/The_Walt_Disney_Company
DBD,Diebold,/wiki/Diebold
GPRO,"GoPro, Inc.",/wiki/GoPro
GRPN,"Groupon, Inc.",/wiki/Groupon
NTIC,Northern Technologies International Corporation,
MOH,"Molina Healthcare, Inc.",
ARI,"Apollo Commercial Real Estate Finance, Inc.",/wiki/Apollo_Global_Management
DOCU,"DocuSign, Inc.",/wiki/DocuSign
FRPT,"Freshpet, Inc.",/wiki/Freshpet
DXC,DXC Technology Company,
YTRA,"Yatra Online, Inc.",
SSTI,"ShotSpotter, Inc.",/wiki/ShotSpotter
UA,"Under Armour, Inc.",/wiki/Under_Armour
BURL,"Burlington Stores, Inc.",
RBLX,Roblox Corporation,/wiki/Roblox_Corporation
TPG,TPG Inc.,/wiki/TPG_Inc.
CTLT,"Catalent, Inc.",
IPGP,IPG Photonics Corporation,/wiki/IPG_Photonics
YELP,Yelp Inc.,/wiki/Yelp
DCI,Donaldson Company,/wiki/Donaldson_Company
RDFN,Redfin Corporation,/wiki/Redfin
SQ,"Block, Inc.",
GO,Grocery Outlet Holding Corp.,/wiki/Grocery_Outlet
LYTS,LSI Industries Inc.,
PCOR,"Procore Technologies, Inc.",
ITT,ITT Corporation,/wiki/ITT_Corporation
INTZ,Intrusion Inc.,
DLTH,Duluth Holdings Inc.,
UPWK,Upwork Inc.,/wiki/Upwork
RELI,"Reliance Global Group, Inc.",
GEF,"Greif, Inc.",
PXD,Pioneer Natural Resources Company,/wiki/Pioneer_Natural_Resources
ACCO,ACCO Brands Corporation,/wiki/ACCO_Brands
OCEA,"Ocean Biomedical, Inc.",
IGT,International Game Technology,/wiki/International_Game_Technology
SONO,"Sonos, Inc.",/wiki/Sonos
ENS,EnerSys,/wiki/EnerSys
WK,Workiva Inc.,/wiki/Workiva
TXN,Texas Instruments Incorporated,/wiki/Texas_Instruments
KHC,The Kraft Heinz Company,/wiki/Kraft_Heinz
LVS,Las Vegas Sands,/wiki/Las_Vegas_Sands
ACI,"Albertsons Companies, Inc.",
SGHT,"Sight Sciences, Inc.",
RRC,Range Resources,/wiki/Range_Resources
VFC,V.F. Corporation,/wiki/VF_Corporation
UHAL,U-Haul Holding Company,/wiki/U-Haul
KVYO,"Klaviyo, Inc.",
FNKO,"Funko, Inc.",/wiki/Funko
BIO,"Bio-Rad Laboratories, Inc.",
CLH,Clean Harbors,/wiki/Clean_Harbors
PFIN,"P&F Industries, Inc.",
FYBR,"Frontier Communications Parent, Inc.",/wiki/Frontier_Communications
CNA,CNA Financial,/wiki/CNA_Financial
FI,Frank's International N.V.,
TFC,Truist Financial Corporation,/wiki/Truist_Financial
TOL,Toll Brothers Inc.,/wiki/Toll_Brothers
ASTL,Algoma Steel Group Inc.,/wiki/Algoma_Steel
TWLO,Twilio Inc.,/wiki/Twilio
GT,The Goodyear Tire & Rubber Company,
FCEL,"FuelCell Energy, Inc.",/wiki/FuelCell_Energy
MSGM,Motorsport Games Inc.,/wiki/Motorsport_Games
SIRI,Sirius XM Holdings Inc.,/wiki/Sirius_XM
LAD,Lithia Motors,/wiki/Lithia_Motors
BRBR,"BellRing Brands, Inc.",
PM,Philip Morris International Inc.,/wiki/Philip_Morris_International
SLE,"Super League Enterprise, Inc.",
ACB,Aurora Cannabis Inc.,
WCC,"WESCO International, Inc.",/wiki/WESCO_International
SRAD,Sportradar Group AG,/wiki/Sportradar
LSTR,"Landstar System, Inc.",/wiki/Landstar_System
LBTYK,Liberty Global plc,/wiki/Liberty_Global
HQY,"HealthEquity, Inc.",
REV,Revlon,/wiki/Revlon
OSCR,"Oscar Health, Inc.",
FIX,Comfort Systems USA,/wiki/Comfort_Systems_USA
TREX,"Trex Company, Inc.","/wiki/Trex_Company,_Inc."
LYV,Live Nation Entertainment,/wiki/Live_Nation_Entertainment
DB,Deutsche Bank,/wiki/Deutsche_Bank
PAYC,"Paycom Software, Inc.",/wiki/Paycom
OPY,Oppenheimer Holdings Inc.,/wiki/Oppenheimer_Holdings
SEAT,Vivid Seats Inc.,/wiki/Vivid_Seats
VEEV,Veeva Systems Inc.,/wiki/Veeva_Systems
CIXX,CI Financial Corp.,
BECN,"Beacon Roofing Supply, Inc.",
FDS,FactSet Research Systems Inc.,/wiki/FactSet
APRN,"Blue Apron Holdings, Inc.",
BLBX,Blackboxstocks Inc.,
NOMD,Nomad Foods Limited,
CBRE,"CBRE Group, Inc.",
LEA,Lear Corporation,/wiki/Lear_Corporation
DASH,"DoorDash, Inc.",/wiki/DoorDash
CMG,Chipotle Mexican Grill,/wiki/Chipotle_Mexican_Grill
IDEX,"Ideanomics, Inc.",/wiki/Ideanomics
ASGI,Abrdn Global Infrastructure Income Fund,
PCTY,Paylocity Holding Corporation,/wiki/Paylocity
SOFI,"SoFi Technologies, Inc.",/wiki/SoFi
YUMC,"Yum China Holdings, Inc.",/wiki/Yum_China
AVT,Avnet Inc,/wiki/Avnet
HGV,Hilton Grand Vacations Inc.,
ACIW,"ACI Worldwide, Inc.",/wiki/ACI_Worldwide
TDG,TransDigm Group Incorporated,/wiki/TransDigm_Group
HPE,Hewlett Packard Enterprise Company,
JNPR,Juniper Networks,/wiki/Juniper_Networks
TEL,TE Connectivity Ltd.,/wiki/TE_Connectivity
IR,Ingersoll-Rand plc,/wiki/Ingersoll_Rand
LOPE,"Grand Canyon Education, Inc.",/wiki/Grand_Canyon_Education
HTGC,"Hercules Technology Growth Capital, Inc.",
RPM,RPM International,/wiki/RPM_International
CDNS,"Cadence Design Systems, Inc.",/wiki/Cadence_Design_Systems
SNAP,Snap Inc.,
ZBRA,Zebra Technologies Corporation,/wiki/Zebra_Technologies
AVGO,Broadcom Inc.,/wiki/Broadcom
NMRK,"Newmark Group, Inc.",/wiki/Newmark_Group
HUBS,"HubSpot, Inc.",
GTES,Gates Industrial Corporation plc,
JAZZ,Jazz Pharmaceuticals plc,/wiki/Jazz_Pharmaceuticals
IBKR,"Interactive Brokers Group, Inc.",/wiki/Interactive_Brokers
LTH,"Life Time Group Holdings, Inc.",
CRSR,"Corsair Gaming, Inc.",/wiki/Corsair_Gaming
HNNA,"Hennessy Advisors, Inc.",
ALGT,Allegiant Travel Company,/wiki/Allegiant_Travel_Company
SNCY,"Sun Country Airlines Holdings, Inc.",/wiki/Sun_Country_Airlines
USFD,US Foods Holding Corp.,/wiki/US_Foods
GGPI,"Gores Guggenheim, Inc.",
CL,Colgate-Palmolive,/wiki/Colgate-Palmolive
HLI,"Houlihan Lokey, Inc.",
VYX,NCR Voyix Corporation,
BGS,"B&G Foods, Inc.",
LNG,"Cheniere Energy, Inc.",
NET,"Cloudflare, Inc.",
GEO,"Geo Group, Inc.",/wiki/GEO_Group
ZTS,Zoetis Inc.,/wiki/Zoetis
FIZZ,National Beverage Corp.,/wiki/National_Beverage
WCN,"Waste Connections, Inc.",
BANC,"Banc of California, Inc.",/wiki/Banc_of_California
UDMY,"Udemy, Inc.",/wiki/Udemy
GPI,Group 1 Automotive Inc.,/wiki/Group_1_Automotive
TAST,"Carrols Restaurant Group, Inc.",/wiki/Carrols_Restaurant_Group
CBSH,"Commerce Bancshares, Inc.",/wiki/Commerce_Bancshares
BG,Bunge Limited,
BRKR,Bruker Corporation,/wiki/Bruker
GE,General Electric Company,/wiki/General_Electric
VMW,"VMware, Inc.",/wiki/VMware
SWK,"Stanley Black & Decker, Inc.",/wiki/Stanley_Black_%26_Decker
SWBI,"Smith & Wesson Brands, Inc.",/wiki/Smith_%26_Wesson
WWW,"Wolverine World Wide, Inc.",/wiki/Wolverine_World_Wide
NSTG,"NanoString Technologies, Inc.",
FAT,FAT Brands Inc.,/wiki/FAT_Brands
NYT,The New York Times Company,
GLOB,Globant S.A.,
PSTH,"Pershing Square Tontine Holdings, Ltd.",
VVV,Valvoline Inc.,/wiki/Valvoline
NNI,"Nelnet, Inc.",
DNUT,"Krispy Kreme, Inc.",/wiki/Krispy_Kreme
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",/wiki/Chicken_Soup_for_the_Soul
HBAN,Huntington Bancshares Incorporated,/wiki/Huntington_Bancshares
SKX,"SKECHERS USA, Inc.",/wiki/Skechers
FL,"Foot Locker, Inc.",/wiki/Foot_Locker
WRK,WestRock Company,/wiki/WestRock
CNVS,Cineverse Corp,/wiki/Cineverse
MOG,Moog Inc,
